Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
14_P_28_S14_L001_I2_001	14_P_28_S14_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63512662.0	0.0	10.0	49.0	5.668161098333431e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L002_I1_001	14_P_28_S14_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62580875.0	0.0	10.0	39.0	5.592762964723647e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L002_I2_001	14_P_28_S14_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62580875.0	0.0	10.0	49.0	5.75255619228718e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L003_I1_001	14_P_28_S14_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58329501.0	0.0	10.0	39.0	6.000394208755532e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L003_I2_001	14_P_28_S14_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58329501.0	0.0	10.0	49.0	6.343273877827277e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L004_I1_001	14_P_28_S14_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993586.0	0.0	10.0	39.0	6.316500246185596e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L004_I2_001	14_P_28_S14_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993586.0	0.0	10.0	49.0	6.491958586357419e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L001_I1_001	15_V_27_S15_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68521499.0	0.0	10.0	39.0	5.1078859205926006e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L001_I2_001	15_V_27_S15_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68521499.0	0.0	10.0	30.0	5.1078859205926006e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
15_V_27_S15_L002_I1_001	15_V_27_S15_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67528590.0	0.0	10.0	39.0	5.1829899010182204e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L002_I2_001	15_V_27_S15_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67528590.0	0.0	10.0	30.0	5.331075326761598e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L003_I1_001	15_V_27_S15_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62945531.0	0.0	10.0	39.0	5.5603629747757626e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L003_I2_001	15_V_27_S15_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62945531.0	0.0	10.0	30.0	5.878098001905806e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L004_I1_001	15_V_27_S15_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61529057.0	0.0	10.0	39.0	5.8508941555857095e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L004_I2_001	15_V_27_S15_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61529057.0	0.0	10.0	30.0	6.013418993240868e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L001_I1_001	16_V_28_S16_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77077227.0	0.0	10.0	29.0	4.540900258386307e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L001_I2_001	16_V_28_S16_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77077227.0	0.0	10.0	39.0	4.540900258386307e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L002_I1_001	16_V_28_S16_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75865332.0	0.0	10.0	29.0	4.613437927089016e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L002_I2_001	16_V_28_S16_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75865332.0	0.0	10.0	39.0	4.74525043929156e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L003_I1_001	16_V_28_S16_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70560369.0	0.0	10.0	29.0	4.960291520017419e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L003_I2_001	16_V_28_S16_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70560369.0	0.0	10.0	39.0	5.243736749732701e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L004_I1_001	16_V_28_S16_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69130758.0	0.0	10.0	29.0	5.207522822185748e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L004_I2_001	16_V_28_S16_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69130758.0	0.0	10.0	39.0	5.35217623391313e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
17_P_29_S17_L001_I1_001	17_P_29_S17_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63728384.0	0.0	10.0	50.0	5.4920582954057025e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
17_P_29_S17_L001_I2_001	17_P_29_S17_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63728384.0	0.0	10.0	39.0	5.4920582954057025e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
17_P_29_S17_L002_I1_001	17_P_29_S17_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62918034.0	0.0	10.0	50.0	5.562793014161885e-05	10.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	warn
17_P_29_S17_L002_I2_001	17_P_29_S17_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62918034.0	0.0	10.0	39.0	5.7217299574236536e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
17_P_29_S17_L003_I1_001	17_P_29_S17_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59121182.0	0.0	10.0	50.0	5.9200440207707616e-05	10.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	fail	warn
17_P_29_S17_L003_I2_001	17_P_29_S17_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59121182.0	0.0	10.0	39.0	6.258332250529091e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
17_P_29_S17_L004_I1_001	17_P_29_S17_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57893063.0	0.0	10.0	50.0	6.218361602321853e-05	10.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	warn
17_P_29_S17_L004_I2_001	17_P_29_S17_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57893063.0	0.0	10.0	39.0	6.391093869053016e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L001_I1_001	18_P_30_S18_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61440160.0	0.0	10.0	40.0	5.6965997484381545e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L001_I2_001	18_P_30_S18_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61440160.0	0.0	10.0	49.0	5.6965997484381545e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L002_I1_001	18_P_30_S18_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60654387.0	0.0	10.0	40.0	5.770398767693423e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L002_I2_001	18_P_30_S18_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60654387.0	0.0	10.0	49.0	5.935267303913236e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L003_I1_001	18_P_30_S18_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993270.0	0.0	10.0	40.0	6.141075955108384e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L003_I2_001	18_P_30_S18_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993270.0	0.0	10.0	49.0	6.491994581114577e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L004_I1_001	18_P_30_S18_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55770678.0	0.0	10.0	40.0	6.455004904189977e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L004_I2_001	18_P_30_S18_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55770678.0	0.0	10.0	49.0	6.63431059597303e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L001_I1_001	19_V_29_S19_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79545733.0	0.0	10.0	39.0	4.399984597539632e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L001_I2_001	19_V_29_S19_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79545733.0	0.0	10.0	50.0	4.399984597539632e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L002_I1_001	19_V_29_S19_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78574717.0	0.0	10.0	39.0	4.454359027471903e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L002_I2_001	19_V_29_S19_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78574717.0	0.0	10.0	50.0	4.581626428256814e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L003_I1_001	19_V_29_S19_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73614731.0	0.0	10.0	39.0	4.7544831753851006e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L003_I2_001	19_V_29_S19_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73614731.0	0.0	10.0	50.0	5.02616792826425e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L004_I1_001	19_V_29_S19_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72110567.0	0.0	10.0	39.0	4.9923335091790364e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L004_I2_001	19_V_29_S19_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72110567.0	0.0	10.0	49.0	5.131009439989565e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L001_I1_001	20_V_30_S20_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63071928.0	0.0	10.0	59.0	5.549219931884752e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L001_I2_001	20_V_30_S20_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63071928.0	0.0	10.0	70.0	5.549219931884752e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L002_I1_001	20_V_30_S20_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62216596.0	0.0	10.0	59.0	5.625508666530069e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L002_I2_001	20_V_30_S20_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62216596.0	0.0	10.0	69.0	5.786237485573785e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L003_I1_001	20_V_30_S20_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58451142.0	0.0	10.0	59.0	5.9879069599700895e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L003_I2_001	20_V_30_S20_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58451142.0	0.0	10.0	69.0	6.33007307196838e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L004_I1_001	20_V_30_S20_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57130934.0	0.0	10.0	59.0	6.30131480083977e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L004_I2_001	20_V_30_S20_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57130934.0	0.0	10.0	69.0	6.476351323085319e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L001_I1_001	21_P_31_S21_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76580854.0	0.0	10.0	59.0	4.570332945098784e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L001_I2_001	21_P_31_S21_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76580854.0	0.0	10.0	50.0	4.570332945098784e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L002_I1_001	21_P_31_S21_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75625754.0	0.0	10.0	59.0	4.6280530307175516e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L002_I2_001	21_P_31_S21_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75625754.0	0.0	10.0	50.0	4.760283117309482e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L003_I1_001	21_P_31_S21_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70992446.0	0.0	10.0	59.0	4.9301019998662964e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L003_I2_001	21_P_31_S21_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70992446.0	0.0	10.0	50.0	5.070962057005333e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L004_I1_001	21_P_31_S21_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69440655.0	0.0	10.0	59.0	5.184282895949066e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L004_I2_001	21_P_31_S21_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69440655.0	0.0	10.0	50.0	5.3282907541698736e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L001_I1_001	22_P_32_S22_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68429475.0	0.0	10.0	49.0	5.114755008715178e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L001_I2_001	22_P_32_S22_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68429475.0	0.0	10.0	59.0	5.114755008715178e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L002_I1_001	22_P_32_S22_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67558634.0	0.0	10.0	49.0	5.180684973589016e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L002_I2_001	22_P_32_S22_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67558634.0	0.0	10.0	59.0	5.328704544262988e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L003_I1_001	22_P_32_S22_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63672844.0	0.0	10.0	49.0	5.496848860716823e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L003_I2_001	22_P_32_S22_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63672844.0	0.0	10.0	59.0	5.8109545099006415e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L004_I1_001	22_P_32_S22_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62191048.0	0.0	10.0	49.0	5.788614464255369e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
22_P_32_S22_L004_I2_001	22_P_32_S22_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62191048.0	0.0	10.0	59.0	5.9494093104846854e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L001_I1_001	23_V_31_S23_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63131911.0	0.0	10.0	70.0	5.5439474974866515e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L001_I2_001	23_V_31_S23_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63131911.0	0.0	10.0	50.0	5.5439474974866515e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L002_I1_001	23_V_31_S23_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62384067.0	0.0	10.0	70.0	5.610406900851783e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L002_I2_001	23_V_31_S23_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62384067.0	0.0	10.0	50.0	5.7707042408761204e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L003_I1_001	23_V_31_S23_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58507965.0	0.0	10.0	70.0	5.9820914981404675e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L003_I2_001	23_V_31_S23_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58507965.0	0.0	10.0	50.0	6.323925298034207e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L004_I1_001	23_V_31_S23_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57182429.0	0.0	10.0	70.0	6.295640221929013e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
23_V_31_S23_L004_I2_001	23_V_31_S23_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57182429.0	0.0	10.0	49.0	6.470519116982597e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L001_I1_001	24_V_32_S24_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61747971.0	0.0	10.0	29.0	5.668202441825984e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L001_I2_001	24_V_32_S24_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61747971.0	0.0	10.0	50.0	5.668202441825984e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L002_I1_001	24_V_32_S24_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61003592.0	0.0	10.0	29.0	5.7373670717619385e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L002_I2_001	24_V_32_S24_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61003592.0	0.0	10.0	50.0	5.9012918452408505e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L003_I1_001	24_V_32_S24_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57239027.0	0.0	10.0	29.0	6.114709112717796e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L003_I2_001	24_V_32_S24_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57239027.0	0.0	10.0	50.0	6.464121062015957e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L004_I1_001	24_V_32_S24_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56019796.0	0.0	10.0	29.0	6.426299731616302e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
24_V_32_S24_L004_I2_001	24_V_32_S24_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56019796.0	0.0	10.0	50.0	6.604808057494533e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L001_I1_001	25_P_33_S25_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69806633.0	0.0	10.0	59.0	5.013850188133268e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L001_I2_001	25_P_33_S25_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69806633.0	0.0	10.0	30.0	5.013850188133268e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L002_I1_001	25_P_33_S25_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68989068.0	0.0	10.0	59.0	5.0732675501573665e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L002_I2_001	25_P_33_S25_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68989068.0	0.0	10.0	30.0	5.218218051590435e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L003_I1_001	25_P_33_S25_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64689154.0	0.0	10.0	59.0	5.4104896780687526e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L003_I2_001	25_P_33_S25_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64689154.0	0.0	10.0	30.0	5.7196605168155394e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L004_I1_001	25_P_33_S25_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63422003.0	0.0	10.0	59.0	5.6762634885561715e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
25_P_33_S25_L004_I2_001	25_P_33_S25_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63422003.0	0.0	10.0	30.0	5.8339374743493986e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L001_I1_001	26_P_34_S26_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66562802.0	0.0	10.0	69.0	5.258192105554691e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L001_I2_001	26_P_34_S26_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66562802.0	0.0	10.0	39.0	5.258192105554691e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L002_I1_001	26_P_34_S26_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65716118.0	0.0	10.0	69.0	5.3259384554638485e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L002_I2_001	26_P_34_S26_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65716118.0	0.0	10.0	39.0	5.478108125619958e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L003_I1_001	26_P_34_S26_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61524347.0	0.0	10.0	69.0	5.688804791377956e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L003_I2_001	26_P_34_S26_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61524347.0	0.0	10.0	39.0	6.013879350885269e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L004_I1_001	26_P_34_S26_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60337546.0	0.0	10.0	69.0	5.966434233172161e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
26_P_34_S26_L004_I2_001	26_P_34_S26_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60337546.0	0.0	10.0	39.0	6.132168517426943e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L001_I1_001	27_V_33_S27_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79888869.0	0.0	10.0	30.0	4.381085930757137e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L001_I2_001	27_V_33_S27_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79888869.0	0.0	10.0	69.0	4.381085930757137e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L002_I1_001	27_V_33_S27_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78939714.0	0.0	10.0	30.0	4.43376321327944e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
