Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
V15_S21_L003_R2_001	V15_S21_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	299273232.0	0.0	150.0	43.0	54.28022573165423	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
V15_S21_L004_I1_001	V15_S21_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302073985.0	0.0	10.0	49.0	1.2910744366152548e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
V15_S21_L004_I2_001	V15_S21_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302073985.0	0.0	10.0	49.0	1.0924476002129081e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
V15_S21_L004_R1_001	V15_S21_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302073985.0	0.0	28.0	45.0	51.92630818685409	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
V15_S21_L004_R2_001	V15_S21_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302073985.0	0.0	150.0	43.0	53.58429743214857	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
V16_S17_L003_I1_001	V16_S17_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	312609397.0	0.0	10.0	40.0	1.1835856616939765e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
V16_S17_L003_I2_001	V16_S17_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	312609397.0	0.0	10.0	39.0	1.0556304550243575e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V16_S17_L003_R1_001	V16_S17_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	312609397.0	0.0	28.0	45.0	57.731188235581435	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
V16_S17_L003_R2_001	V16_S17_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	312609397.0	0.0	150.0	40.0	52.5100089714153	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
V16_S17_L004_I1_001	V16_S17_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	315963564.0	0.0	10.0	40.0	1.2343195369197696e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
V16_S17_L004_I2_001	V16_S17_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	315963564.0	0.0	10.0	39.0	1.0444242235474975e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V16_S17_L004_R1_001	V16_S17_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	315963564.0	0.0	28.0	45.0	56.902580411658285	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
V16_S17_L004_R2_001	V16_S17_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	315963564.0	0.0	150.0	40.0	51.674479447785195	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
V5_S4_L002_I1_001	V5_S4_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81011649.0	0.0	10.0	59.0	4.320366321638509e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V5_S4_L002_I2_001	V5_S4_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81011649.0	0.0	10.0	30.0	4.073488246116309e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V5_S4_L002_R1_001	V5_S4_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81011649.0	0.0	28.0	45.0	14.10233570261051	28.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
V5_S4_L002_R2_001	V5_S4_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81011649.0	0.0	150.0	44.0	42.17078424609315	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
V6_S14_L002_I1_001	V6_S14_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	269095650.0	0.0	10.0	29.0	1.3006527604589668e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V6_S14_L002_I2_001	V6_S14_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	269095650.0	0.0	10.0	40.0	1.2263297455755976e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V6_S14_L002_R1_001	V6_S14_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	269095650.0	0.0	28.0	45.0	16.428727225190297	28.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
V6_S14_L002_R2_001	V6_S14_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	269095650.0	0.0	150.0	44.0	42.819775268296624	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
V7_S2_L002_I1_001	V7_S2_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76211099.0	0.0	10.0	39.0	4.592506926058106e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V7_S2_L002_I2_001	V7_S2_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76211099.0	0.0	10.0	60.0	4.1988634752531256e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V7_S2_L002_R1_001	V7_S2_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76211099.0	0.0	28.0	46.0	12.259030925207572	28.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
V7_S2_L002_R2_001	V7_S2_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76211099.0	0.0	150.0	45.0	42.063266353405254	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
V8_S6_L002_I1_001	V8_S6_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121696753.0	0.0	10.0	29.0	2.8760011370229406e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V8_S6_L002_I2_001	V8_S6_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121696753.0	0.0	10.0	40.0	2.711658214907344e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V8_S6_L002_R1_001	V8_S6_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121696753.0	0.0	28.0	45.0	27.145695257732477	28.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
V8_S6_L002_R2_001	V8_S6_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121696753.0	0.0	150.0	44.0	52.88438049821232	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
V9_S8_L002_I1_001	V9_S8_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	275148173.0	0.0	10.0	59.0	1.272041882684062e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V9_S8_L002_I2_001	V9_S8_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	275148173.0	0.0	10.0	30.0	1.1993537751021155e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
V9_S8_L002_R1_001	V9_S8_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	275148173.0	0.0	28.0	45.0	9.987800216632484	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
V9_S8_L002_R2_001	V9_S8_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	275148173.0	0.0	150.0	43.0	40.34967547468675	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
