Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
892608_TY86_S6_L001_I2_001	892608_TY86_S6_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	224974767.0	0.0	10.0	40.0	1.4668311668925966e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY88_S7_L001_I1_001	892608_TY88_S7_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14531540.0	0.0	10.0	39.0	0.00022709224211611435	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY88_S7_L001_I2_001	892608_TY88_S7_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14531540.0	0.0	10.0	50.0	0.00022709224211611435	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY89_S8_L001_I1_001	892608_TY89_S8_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150940379.0	0.0	10.0	69.0	2.318796350710104e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY89_S8_L001_I2_001	892608_TY89_S8_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150940379.0	0.0	10.0	40.0	2.186293702098098e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY90_S9_L001_I1_001	892608_TY90_S9_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	147390319.0	0.0	10.0	69.0	2.306800082303913e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY90_S9_L001_I2_001	892608_TY90_S9_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	147390319.0	0.0	10.0	50.0	2.23895302105968e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY91_S10_L001_I1_001	892608_TY91_S10_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	415272306.0	0.0	10.0	40.0	8.428204697088565e-06	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
892608_TY91_S10_L001_I2_001	892608_TY91_S10_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	415272306.0	0.0	10.0	59.0	7.946593000112076e-06	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY92_S11_L001_I1_001	892608_TY92_S11_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125099096.0	0.0	10.0	30.0	2.7178453791544583e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY92_S11_L001_I2_001	892608_TY92_S11_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125099096.0	0.0	10.0	39.0	2.6379087503557978e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY93_S12_L001_I1_001	892608_TY93_S12_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85838743.0	0.0	10.0	69.0	4.077412922973488e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY93_S12_L001_I2_001	892608_TY93_S12_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85838743.0	0.0	10.0	40.0	3.844417898803574e-05	10.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	fail	warn
892608_TY94_S13_L001_I1_001	892608_TY94_S13_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61038839.0	0.0	10.0	69.0	5.734054017639491e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
892608_TY94_S13_L001_I2_001	892608_TY94_S13_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61038839.0	0.0	10.0	30.0	5.406393788060091e-05	10.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	fail	warn
892608_TY95_S14_L001_I1_001	892608_TY95_S14_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127779981.0	0.0	10.0	29.0	2.7390832058427055e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY95_S14_L001_I2_001	892608_TY95_S14_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127779981.0	0.0	10.0	50.0	2.5825641655088367e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY96_S15_L001_I1_001	892608_TY96_S15_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	215461873.0	0.0	10.0	29.0	1.624417327886127e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
892608_TY96_S15_L001_I2_001	892608_TY96_S15_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	215461873.0	0.0	10.0	59.0	1.5315934805783483e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
