Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
07_V_23_S7_L003_R1_001	07_V_23_S7_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79771423.0	0.0	28.0	49.0	70.10497380526824	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
07_V_23_S7_L003_R2_001	07_V_23_S7_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79771423.0	0.0	150.0	43.0	70.59619723745561	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
07_V_23_S7_L004_I1_001	07_V_23_S7_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78170830.0	0.0	10.0	39.0	4.605298421418834e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
07_V_23_S7_L004_I2_001	07_V_23_S7_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78170830.0	0.0	10.0	50.0	4.733223377569357e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
07_V_23_S7_L004_R1_001	07_V_23_S7_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78170830.0	0.0	28.0	49.0	71.34461599235723	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
07_V_23_S7_L004_R2_001	07_V_23_S7_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78170830.0	0.0	150.0	43.0	71.59966841093566	150.0	pass	pass	warn	pass	warn	fail	pass	pass	pass	warn	pass
08_V_24_S8_L001_I1_001	08_V_24_S8_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73365492.0	0.0	10.0	59.0	4.770635219075475e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
08_V_24_S8_L001_I2_001	08_V_24_S8_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73365492.0	0.0	10.0	40.0	4.770635219075475e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
08_V_24_S8_L001_R1_001	08_V_24_S8_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73365492.0	0.0	28.0	49.0	57.09343088509306	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
08_V_24_S8_L001_R2_001	08_V_24_S8_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73365492.0	0.0	150.0	43.0	69.0945419604742	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
08_V_24_S8_L002_I1_001	08_V_24_S8_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72178078.0	0.0	10.0	59.0	4.84911776121276e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
08_V_24_S8_L002_I2_001	08_V_24_S8_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72178078.0	0.0	10.0	40.0	4.987663982961697e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
08_V_24_S8_L002_R1_001	08_V_24_S8_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72178078.0	0.0	28.0	49.0	57.28166324353315	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
08_V_24_S8_L002_R2_001	08_V_24_S8_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72178078.0	0.0	150.0	43.0	68.6951506316623	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
08_V_24_S8_L003_I1_001	08_V_24_S8_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67129279.0	0.0	10.0	59.0	5.2138203361308256e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
08_V_24_S8_L003_I2_001	08_V_24_S8_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67129279.0	0.0	10.0	40.0	5.511752926766873e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
08_V_24_S8_L003_R1_001	08_V_24_S8_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67129279.0	0.0	28.0	49.0	58.89399432855831	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
08_V_24_S8_L003_R2_001	08_V_24_S8_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67129279.0	0.0	150.0	43.0	69.40464293583798	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
08_V_24_S8_L004_I1_001	08_V_24_S8_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65561019.0	0.0	10.0	59.0	5.4910677944160684e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
08_V_24_S8_L004_I2_001	08_V_24_S8_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65561019.0	0.0	10.0	40.0	5.6435974553720707e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
08_V_24_S8_L004_R1_001	08_V_24_S8_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65561019.0	0.0	28.0	49.0	59.81988494144227	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
08_V_24_S8_L004_R2_001	08_V_24_S8_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65561019.0	0.0	150.0	43.0	70.48579019522498	150.0	pass	pass	warn	pass	warn	fail	pass	pass	pass	warn	pass
09_P_25_S9_L001_I1_001	09_P_25_S9_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72425507.0	0.0	10.0	39.0	4.832551603677417e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
09_P_25_S9_L001_I2_001	09_P_25_S9_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72425507.0	0.0	10.0	49.0	4.832551603677417e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
09_P_25_S9_L001_R1_001	09_P_25_S9_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72425507.0	0.0	28.0	49.0	92.57469434182138	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
09_P_25_S9_L001_R2_001	09_P_25_S9_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72425507.0	0.0	150.0	40.0	78.88812887550259	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
09_P_25_S9_L002_I1_001	09_P_25_S9_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71176909.0	0.0	10.0	39.0	4.917325083616655e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
09_P_25_S9_L002_I2_001	09_P_25_S9_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71176909.0	0.0	10.0	49.0	5.057820086005701e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
09_P_25_S9_L002_R1_001	09_P_25_S9_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71176909.0	0.0	28.0	49.0	92.47217371306546	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
09_P_25_S9_L002_R2_001	09_P_25_S9_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71176909.0	0.0	150.0	40.0	78.87728591271174	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
09_P_25_S9_L003_I1_001	09_P_25_S9_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65951146.0	0.0	10.0	39.0	5.306958578096581e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
09_P_25_S9_L003_I2_001	09_P_25_S9_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65951146.0	0.0	10.0	49.0	5.610213353987814e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
09_P_25_S9_L003_R1_001	09_P_25_S9_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65951146.0	0.0	28.0	49.0	92.35917900502771	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
09_P_25_S9_L003_R2_001	09_P_25_S9_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65951146.0	0.0	150.0	40.0	79.06090697816668	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
09_P_25_S9_L004_I1_001	09_P_25_S9_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64382502.0	0.0	10.0	39.0	5.5915813896142155e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
09_P_25_S9_L004_I2_001	09_P_25_S9_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64382502.0	0.0	10.0	49.0	5.746903094881277e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
09_P_25_S9_L004_R1_001	09_P_25_S9_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64382502.0	0.0	28.0	49.0	93.32324778889273	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
09_P_25_S9_L004_R2_001	09_P_25_S9_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64382502.0	0.0	150.0	40.0	80.13872352993921	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	warn	pass
10_P_26_S10_L001_I1_001	10_P_26_S10_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79433139.0	0.0	10.0	50.0	4.406221438636587e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
10_P_26_S10_L001_I2_001	10_P_26_S10_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79433139.0	0.0	10.0	40.0	4.406221438636587e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
10_P_26_S10_L001_R1_001	10_P_26_S10_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79433139.0	0.0	28.0	49.0	78.3317838845405	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
10_P_26_S10_L001_R2_001	10_P_26_S10_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79433139.0	0.0	150.0	41.0	73.35244814402884	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
10_P_26_S10_L002_I1_001	10_P_26_S10_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78282928.0	0.0	10.0	50.0	4.470962046795184e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
10_P_26_S10_L002_I2_001	10_P_26_S10_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78282928.0	0.0	10.0	40.0	4.5987038195607605e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
10_P_26_S10_L002_R1_001	10_P_26_S10_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78282928.0	0.0	28.0	49.0	78.37479216976735	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
10_P_26_S10_L002_R2_001	10_P_26_S10_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78282928.0	0.0	150.0	41.0	72.96998870897465	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
10_P_26_S10_L003_I1_001	10_P_26_S10_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73036750.0	0.0	10.0	50.0	4.7921080825748686e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
10_P_26_S10_L003_I2_001	10_P_26_S10_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73036750.0	0.0	10.0	40.0	5.065942830150574e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
10_P_26_S10_L003_R1_001	10_P_26_S10_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73036750.0	0.0	28.0	49.0	79.0050357043973	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
10_P_26_S10_L003_R2_001	10_P_26_S10_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73036750.0	0.0	150.0	41.0	73.49225923904491	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
10_P_26_S10_L004_I1_001	10_P_26_S10_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71284752.0	0.0	10.0	50.0	5.0501683726135425e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
10_P_26_S10_L004_I2_001	10_P_26_S10_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71284752.0	0.0	10.0	40.0	5.190450827408364e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
10_P_26_S10_L004_R1_001	10_P_26_S10_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71284752.0	0.0	28.0	49.0	80.21780957911399	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
10_P_26_S10_L004_R2_001	10_P_26_S10_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71284752.0	0.0	150.0	41.0	74.26695991049635	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	warn	pass
11_V_25_S11_L001_I1_001	11_V_25_S11_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72088545.0	0.0	10.0	49.0	4.8551403000296366e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
11_V_25_S11_L001_I2_001	11_V_25_S11_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72088545.0	0.0	10.0	70.0	4.8551403000296366e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
11_V_25_S11_L001_R1_001	11_V_25_S11_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72088545.0	0.0	28.0	49.0	80.93341606703113	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
11_V_25_S11_L001_R2_001	11_V_25_S11_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72088545.0	0.0	150.0	42.0	71.89713620125684	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
11_V_25_S11_L002_I1_001	11_V_25_S11_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71002098.0	0.0	10.0	49.0	4.929431803550369e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
11_V_25_S11_L002_I2_001	11_V_25_S11_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71002098.0	0.0	10.0	70.0	5.070272712223236e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
11_V_25_S11_L002_R1_001	11_V_25_S11_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71002098.0	0.0	28.0	49.0	81.11061445917763	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
11_V_25_S11_L002_R2_001	11_V_25_S11_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71002098.0	0.0	150.0	42.0	71.65888238721777	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
11_V_25_S11_L003_I1_001	11_V_25_S11_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66430506.0	0.0	10.0	49.0	5.2686637672156225e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
11_V_25_S11_L003_I2_001	11_V_25_S11_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66430506.0	0.0	10.0	70.0	5.569730268199372e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
11_V_25_S11_L003_R1_001	11_V_25_S11_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66430506.0	0.0	28.0	49.0	81.60303193315674	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
11_V_25_S11_L003_R2_001	11_V_25_S11_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66430506.0	0.0	150.0	42.0	71.83157194420487	150.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	pass
11_V_25_S11_L004_I1_001	11_V_25_S11_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64912650.0	0.0	10.0	49.0	5.54591439418973e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
11_V_25_S11_L004_I2_001	11_V_25_S11_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64912650.0	0.0	10.0	70.0	5.6999675718061116e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
11_V_25_S11_L004_R1_001	11_V_25_S11_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64912650.0	0.0	28.0	49.0	82.80972711050678	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
11_V_25_S11_L004_R2_001	11_V_25_S11_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64912650.0	0.0	150.0	42.0	73.0499101448731	150.0	pass	pass	warn	pass	warn	fail	pass	pass	pass	warn	pass
12_V_26_S12_L001_I1_001	12_V_26_S12_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72855693.0	0.0	10.0	49.0	4.804017168569106e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
12_V_26_S12_L001_I2_001	12_V_26_S12_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72855693.0	0.0	10.0	59.0	4.804017168569106e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
12_V_26_S12_L001_R1_001	12_V_26_S12_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72855693.0	0.0	28.0	49.0	49.422038320474456	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
12_V_26_S12_L001_R2_001	12_V_26_S12_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72855693.0	0.0	150.0	43.0	67.44256725800733	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
12_V_26_S12_L002_I1_001	12_V_26_S12_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71689033.0	0.0	10.0	49.0	4.882197253239557e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
12_V_26_S12_L002_I2_001	12_V_26_S12_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71689033.0	0.0	10.0	59.0	5.021688603332116e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
12_V_26_S12_L002_R1_001	12_V_26_S12_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71689033.0	0.0	28.0	49.0	49.51576006749201	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
12_V_26_S12_L002_R2_001	12_V_26_S12_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71689033.0	0.0	150.0	43.0	67.46642889464475	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
12_V_26_S12_L003_I1_001	12_V_26_S12_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66612722.0	0.0	10.0	49.0	5.254251582753217e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
12_V_26_S12_L003_I2_001	12_V_26_S12_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66612722.0	0.0	10.0	59.0	5.554494530339114e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
12_V_26_S12_L003_R1_001	12_V_26_S12_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66612722.0	0.0	28.0	49.0	50.9093591829881	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
12_V_26_S12_L003_R2_001	12_V_26_S12_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66612722.0	0.0	150.0	43.0	67.87051117326686	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
12_V_26_S12_L004_I1_001	12_V_26_S12_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64959849.0	0.0	10.0	49.0	5.541884803334441e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
12_V_26_S12_L004_I2_001	12_V_26_S12_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64959849.0	0.0	10.0	59.0	5.6958260478715094e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
12_V_26_S12_L004_R1_001	12_V_26_S12_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64959849.0	0.0	28.0	49.0	52.15858737887026	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
12_V_26_S12_L004_R2_001	12_V_26_S12_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64959849.0	0.0	150.0	43.0	68.95773347756052	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	warn	pass
13_P_27_S13_L001_I1_001	13_P_27_S13_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89852300.0	0.0	10.0	69.0	3.895281478604332e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
13_P_27_S13_L001_I2_001	13_P_27_S13_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89852300.0	0.0	10.0	39.0	4.006575235135884e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
13_P_27_S13_L001_R1_001	13_P_27_S13_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89852300.0	0.0	28.0	49.0	77.59282145978632	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
13_P_27_S13_L001_R2_001	13_P_27_S13_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89852300.0	0.0	150.0	42.0	69.53126029372827	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
13_P_27_S13_L002_I1_001	13_P_27_S13_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88308748.0	0.0	10.0	69.0	3.963367253264648e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
13_P_27_S13_L002_I2_001	13_P_27_S13_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88308748.0	0.0	10.0	39.0	4.076606317643638e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
13_P_27_S13_L002_R1_001	13_P_27_S13_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88308748.0	0.0	28.0	49.0	77.53280683775702	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
13_P_27_S13_L002_R2_001	13_P_27_S13_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88308748.0	0.0	150.0	42.0	69.20624824119318	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
13_P_27_S13_L003_I1_001	13_P_27_S13_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82364793.0	0.0	10.0	69.0	4.249388449261325e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
13_P_27_S13_L003_I2_001	13_P_27_S13_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82364793.0	0.0	10.0	39.0	4.4922106463619714e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
13_P_27_S13_L003_R1_001	13_P_27_S13_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82364793.0	0.0	28.0	49.0	78.18202056804337	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
13_P_27_S13_L003_R2_001	13_P_27_S13_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82364793.0	0.0	150.0	42.0	69.64165146707965	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
13_P_27_S13_L004_I1_001	13_P_27_S13_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80588992.0	0.0	10.0	69.0	4.467111339474254e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
13_P_27_S13_L004_I2_001	13_P_27_S13_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80588992.0	0.0	10.0	39.0	4.591197765570762e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
13_P_27_S13_L004_R1_001	13_P_27_S13_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80588992.0	0.0	28.0	49.0	79.32482518757797	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
13_P_27_S13_L004_R2_001	13_P_27_S13_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80588992.0	0.0	150.0	42.0	70.34798358247174	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
14_P_28_S14_L001_I1_001	14_P_28_S14_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63512662.0	0.0	10.0	39.0	5.5107121789352806e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L001_I2_001	14_P_28_S14_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63512662.0	0.0	10.0	49.0	5.668161098333431e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L001_R1_001	14_P_28_S14_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63512662.0	0.0	28.0	49.0	90.10108824435503	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
14_P_28_S14_L001_R2_001	14_P_28_S14_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63512662.0	0.0	150.0	40.0	78.3494843994527	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
14_P_28_S14_L002_I1_001	14_P_28_S14_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62580875.0	0.0	10.0	39.0	5.592762964723647e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L002_I2_001	14_P_28_S14_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62580875.0	0.0	10.0	49.0	5.75255619228718e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
