Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
892608_TY89_S8_L001_R1_001	892608_TY89_S8_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150940379.0	0.0	151.0	35.0	99.82690499837979	151.0	pass	fail	fail	warn	fail	warn	pass	pass	pass	pass	pass
892608_TY89_S8_L001_R2_001	892608_TY89_S8_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150940379.0	0.0	151.0	43.0	63.3478721994329	151.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
892608_TY90_S9_L001_R1_001	892608_TY90_S9_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	147390319.0	0.0	151.0	36.0	99.743535139274	151.0	pass	fail	fail	warn	fail	warn	pass	pass	pass	pass	pass
892608_TY90_S9_L001_R2_001	892608_TY90_S9_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	147390319.0	0.0	151.0	44.0	58.758199662368796	151.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
892608_TY91_S10_L001_R1_001	892608_TY91_S10_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	415272306.0	0.0	151.0	35.0	99.80395511450291	151.0	pass	fail	fail	warn	fail	pass	pass	pass	pass	pass	pass
892608_TY91_S10_L001_R2_001	892608_TY91_S10_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	415272306.0	0.0	151.0	43.0	44.792471769376654	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
892608_TY92_S11_L001_R1_001	892608_TY92_S11_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125099096.0	0.0	151.0	35.0	99.81606188840756	151.0	pass	fail	fail	warn	fail	pass	pass	pass	pass	pass	pass
892608_TY92_S11_L001_R2_001	892608_TY92_S11_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125099096.0	0.0	151.0	43.0	56.95259403744299	151.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
892608_TY93_S12_L001_R1_001	892608_TY93_S12_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85838743.0	0.0	151.0	35.0	99.79114029070618	151.0	pass	fail	fail	warn	fail	warn	pass	pass	pass	pass	pass
892608_TY93_S12_L001_R2_001	892608_TY93_S12_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85838743.0	0.0	151.0	43.0	68.58122925936013	151.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
892608_TY94_S13_L001_R1_001	892608_TY94_S13_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61038839.0	0.0	151.0	35.0	99.79441969718081	151.0	pass	fail	fail	warn	fail	warn	pass	pass	pass	pass	pass
892608_TY94_S13_L001_R2_001	892608_TY94_S13_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61038839.0	0.0	151.0	43.0	69.9232942505148	151.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
892608_TY95_S14_L001_R1_001	892608_TY95_S14_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127779981.0	0.0	151.0	35.0	99.79947631334828	151.0	pass	fail	fail	warn	fail	pass	pass	pass	pass	pass	pass
892608_TY95_S14_L001_R2_001	892608_TY95_S14_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127779981.0	0.0	151.0	44.0	56.817109751182095	151.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
892608_TY96_S15_L001_R1_001	892608_TY96_S15_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	215461873.0	0.0	151.0	35.0	99.73470517082048	151.0	pass	fail	fail	warn	fail	pass	pass	pass	pass	pass	pass
892608_TY96_S15_L001_R2_001	892608_TY96_S15_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	215461873.0	0.0	151.0	44.0	53.55564304102823	151.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
